fir_id,crime_type,severity,ward,lat,lng,timestamp,hour,weekday,is_night,is_weekend,is_festival_day,weather,population_density,weapon,suspect_id,station_id,status
FIR-003507,Theft,2,Old City,26.909301,75.800891,2025-08-24T05:58:58.257791,5,6,0,1,0,Cloudy,16200,None,P-00041,PS-006,Under Investigation
FIR-003508,Burglary,2,West Sector,26.895333,75.773368,2026-05-22T14:59:58.257791,14,4,0,0,0,Clear,9100,None,P-00190,PS-001,Under Investigation
FIR-003509,Narcotics,4,South Division,26.867135,75.792564,2025-09-09T15:19:58.257791,15,1,0,0,0,Clear,6400,None,P-00229,PS-006,Under Investigation
FIR-003510,Theft,2,Central Zone,26.897148,75.790295,2026-07-14T05:44:58.257791,5,1,0,0,0,Clear,14500,None,P-00481,PS-002,Under Investigation
FIR-003511,Theft,2,Industrial Belt,26.869494,75.770425,2025-09-04T05:47:58.257791,5,3,0,0,0,Cloudy,3100,None,P-00457,PS-002,Under Investigation
FIR-003512,Theft,1,North District,26.921772,75.819566,2026-04-04T09:55:58.257791,9,5,0,1,0,Clear,8200,None,P-00226,PS-006,Under Investigation
FIR-003513,Vehicle Theft,2,East Ward,26.905773,75.822546,2025-09-15T02:28:58.257791,2,0,1,0,1,Fog,10800,None,P-00158,PS-007,Closed
FIR-003514,Fraud,3,Industrial Belt,26.849191,75.764174,2026-03-22T23:29:58.257791,23,6,1,1,0,Clear,3100,None,,PS-002,Under Investigation
FIR-003515,Burglary,2,East Ward,26.908651,75.818557,2026-04-23T22:45:58.257791,22,3,1,0,0,Cloudy,10800,None,,PS-001,Closed
FIR-003516,Burglary,2,North District,26.913666,75.823912,2026-01-02T17:50:58.257791,17,4,0,0,0,Clear,8200,None,P-00001,PS-005,Under Investigation
FIR-003517,Theft,3,Old City,26.914506,75.798064,2026-07-07T13:30:58.257791,13,1,0,0,0,Clear,16200,None,P-00375,PS-007,Under Investigation
FIR-003518,Assault,5,Industrial Belt,26.862715,75.765775,2026-03-16T23:01:58.257791,23,0,1,0,0,Clear,3100,Knife,P-00155,PS-007,Chargesheet Filed
FIR-003519,Burglary,2,West Sector,26.886943,75.781183,2025-08-20T02:20:58.257791,2,2,1,0,0,Clear,9100,None,,PS-006,Under Investigation
FIR-003520,Burglary,3,Central Zone,26.908243,75.790317,2026-01-19T00:27:58.257791,0,0,1,0,0,Cloudy,14500,None,,PS-006,Chargesheet Filed
FIR-003521,Burglary,2,East Ward,26.91016,75.832642,2025-12-24T22:17:58.257791,22,2,1,0,0,Clear,10800,None,,PS-008,Under Investigation
FIR-003522,Fraud,1,Central Zone,26.890747,75.808459,2025-08-01T16:11:58.257791,16,4,0,0,0,Clear,14500,None,P-00569,PS-002,Closed
FIR-003523,Burglary,2,Riverside,26.891363,75.821473,2026-07-21T00:18:58.257791,0,1,1,0,0,Clear,5200,None,P-00265,PS-005,Chargesheet Filed
FIR-003524,Fraud,3,Central Zone,26.903813,75.792014,2025-08-15T19:17:58.257791,19,4,0,0,1,Clear,14500,None,P-00152,PS-006,Chargesheet Filed
FIR-003525,Burglary,4,East Ward,26.900215,75.839024,2026-06-07T00:25:58.257791,0,6,1,1,0,Cloudy,10800,None,,PS-003,Under Investigation
FIR-003526,Burglary,3,North District,26.922944,75.819002,2026-03-31T02:46:58.257791,2,1,1,0,0,Cloudy,8200,None,P-00234,PS-002,Under Investigation
FIR-003527,Burglary,3,Riverside,26.872844,75.802515,2026-04-15T15:47:58.257791,15,2,0,0,1,Cloudy,5200,None,P-00306,PS-006,Chargesheet Filed
FIR-003528,Theft,1,North District,26.913889,75.823456,2025-09-06T16:51:58.257791,16,5,0,1,0,Clear,8200,None,,PS-008,Under Investigation
FIR-003529,Burglary,4,Central Zone,26.893148,75.807026,2026-07-10T02:02:58.257791,2,4,1,0,0,Clear,14500,None,P-00564,PS-006,Chargesheet Filed
FIR-003530,Burglary,3,South Division,26.879254,75.801294,2026-05-11T10:24:58.257791,10,0,0,0,0,Rain,6400,None,,PS-003,Under Investigation
FIR-003531,Theft,2,West Sector,26.899542,75.785367,2025-12-19T23:53:58.257791,23,4,1,0,0,Cloudy,9100,None,P-00062,PS-006,Under Investigation
FIR-003532,Theft,2,Central Zone,26.910869,75.80537,2025-12-20T06:17:58.257791,6,5,0,1,0,Fog,14500,None,,PS-003,Cold
FIR-003533,Vehicle Theft,1,Central Zone,26.888412,75.789114,2025-09-17T05:21:58.257791,5,2,0,0,0,Rain,14500,None,,PS-001,Chargesheet Filed
FIR-003534,Theft,3,Riverside,26.876118,75.806721,2025-10-17T23:47:58.257791,23,4,1,0,0,Clear,5200,None,P-00588,PS-007,Closed
FIR-003535,Burglary,3,Central Zone,26.911428,75.810451,2025-10-31T22:26:58.257791,22,4,1,0,0,Clear,14500,None,P-00170,PS-003,Under Investigation
FIR-003536,Burglary,3,Industrial Belt,26.850554,75.773504,2025-09-29T21:09:58.257791,21,0,1,0,0,Clear,3100,None,P-00103,PS-007,Closed
FIR-003537,Narcotics,2,Riverside,26.884296,75.813333,2026-04-05T11:23:58.257791,11,6,0,1,0,Rain,5200,None,,PS-002,Under Investigation
FIR-003538,Fraud,2,South Division,26.862564,75.786528,2025-12-25T23:03:58.257791,23,3,1,0,0,Fog,6400,None,P-00453,PS-001,Under Investigation
FIR-003539,Narcotics,3,Old City,26.913666,75.806622,2026-05-11T16:03:58.257791,16,0,0,0,0,Clear,16200,None,P-00151,PS-002,Under Investigation
FIR-003540,Robbery,3,West Sector,26.89812,75.763158,2025-10-05T08:26:58.257791,8,6,0,1,0,Rain,9100,Firearm,P-00159,PS-007,Under Investigation
FIR-003541,Fraud,3,Industrial Belt,26.858406,75.772569,2026-05-21T00:51:58.257791,0,3,1,0,0,Cloudy,3100,None,P-00528,PS-006,Under Investigation
FIR-003542,Vehicle Theft,3,Old City,26.916589,75.809029,2026-03-07T09:27:58.257791,9,5,0,1,0,Heatwave,16200,None,,PS-002,Chargesheet Filed
FIR-003543,Robbery,4,East Ward,26.895825,75.823628,2025-12-22T11:43:58.257791,11,0,0,0,0,Fog,10800,Improvised,,PS-001,Under Investigation
FIR-003544,Cybercrime,3,Central Zone,26.906253,75.809745,2026-01-28T03:58:58.257791,3,2,1,0,0,Cloudy,14500,None,,PS-008,Under Investigation
FIR-003545,Narcotics,4,Central Zone,26.902509,75.797802,2025-10-19T08:53:58.257791,8,6,0,1,0,Clear,14500,None,P-00312,PS-006,Chargesheet Filed
FIR-003546,Burglary,2,Riverside,26.869425,75.81411,2025-12-10T23:55:58.257791,23,2,1,0,0,Clear,5200,None,P-00555,PS-002,Under Investigation
FIR-003547,Burglary,3,East Ward,26.909426,75.824964,2026-03-20T00:41:58.257791,0,4,1,0,0,Cloudy,10800,None,P-00014,PS-006,Under Investigation
FIR-003548,Theft,3,South Division,26.876541,75.789063,2026-06-30T19:50:58.257791,19,1,0,0,0,Clear,6400,None,,PS-001,Closed
FIR-003549,Assault,3,East Ward,26.916728,75.838824,2026-05-19T04:26:58.257791,4,1,1,0,0,Clear,10800,Knife,P-00192,PS-004,Under Investigation
FIR-003550,Burglary,4,East Ward,26.903398,75.828182,2026-01-12T23:38:58.257791,23,0,1,0,0,Clear,10800,None,,PS-001,Chargesheet Filed
FIR-003551,Theft,3,Riverside,26.888947,75.815293,2025-09-20T10:53:58.257791,10,5,0,1,0,Cloudy,5200,None,,PS-002,Under Investigation
FIR-003552,Burglary,2,Old City,26.916401,75.793342,2025-12-28T16:57:58.257791,16,6,0,1,0,Clear,16200,None,P-00176,PS-005,Closed
FIR-003553,Burglary,3,Central Zone,26.894112,75.809336,2025-10-17T13:35:58.257791,13,4,0,0,0,Clear,14500,None,P-00301,PS-005,Closed
FIR-003554,Fraud,1,West Sector,26.889849,75.768085,2025-12-10T16:05:58.257791,16,2,0,0,0,Cloudy,9100,None,,PS-007,Under Investigation
FIR-003555,Fraud,3,Central Zone,26.903098,75.791318,2025-12-02T18:25:58.257791,18,1,0,0,0,Heatwave,14500,None,,PS-007,Closed
FIR-003556,Cybercrime,2,West Sector,26.895075,75.767246,2026-06-11T23:19:58.257791,23,3,1,0,0,Rain,9100,None,,PS-002,Under Investigation
FIR-003557,Extortion,5,West Sector,26.883939,75.782301,2026-02-08T05:58:58.257791,5,6,0,1,0,Fog,9100,Improvised,P-00009,PS-008,Closed
FIR-003558,Cybercrime,3,North District,26.915636,75.809858,2026-03-06T15:06:58.257791,15,4,0,0,0,Clear,8200,None,P-00471,PS-004,Under Investigation
FIR-003559,Theft,2,South Division,26.872365,75.778041,2025-10-04T15:45:58.257791,15,5,0,1,0,Clear,6400,None,P-00229,PS-004,Closed
FIR-003560,Assault,5,South Division,26.860074,75.781321,2026-01-19T11:20:58.257791,11,0,0,0,0,Clear,6400,Firearm,,PS-004,Under Investigation
FIR-003561,Vehicle Theft,2,North District,26.914519,75.826324,2025-11-05T23:12:58.257791,23,2,1,0,0,Heatwave,8200,None,,PS-002,Under Investigation
FIR-003562,Assault,3,Industrial Belt,26.862645,75.781686,2025-08-30T21:13:58.257791,21,5,1,1,0,Clear,3100,Firearm,,PS-003,Under Investigation
FIR-003563,Burglary,4,East Ward,26.914132,75.832757,2025-11-04T20:14:58.257791,20,1,1,0,0,Clear,10800,None,,PS-005,Closed
FIR-003564,Burglary,4,North District,26.9171,75.819907,2025-09-03T05:43:58.257791,5,2,0,0,0,Clear,8200,None,P-00229,PS-007,Chargesheet Filed
FIR-003565,Burglary,2,Old City,26.915361,75.808334,2026-01-10T20:38:58.257791,20,5,1,1,0,Fog,16200,None,P-00240,PS-004,Chargesheet Filed
FIR-003566,Fraud,3,South Division,26.871635,75.795089,2026-01-07T17:02:58.257791,17,2,0,0,0,Rain,6400,None,,PS-007,Under Investigation
FIR-003567,Burglary,2,South Division,26.860863,75.792578,2026-01-04T11:06:58.257791,11,6,0,1,0,Heatwave,6400,None,P-00483,PS-007,Under Investigation
FIR-003568,Vehicle Theft,3,Industrial Belt,26.863376,75.765763,2025-12-20T20:00:58.257791,20,5,1,1,0,Clear,3100,None,P-00229,PS-005,Cold
FIR-003569,Theft,1,South Division,26.861402,75.793225,2025-07-31T08:47:58.257791,8,3,0,0,0,Clear,6400,None,,PS-005,Closed
FIR-003570,Cybercrime,3,Central Zone,26.897525,75.807707,2025-08-04T15:13:58.257791,15,0,0,0,0,Clear,14500,None,P-00226,PS-003,Closed
FIR-003571,Cybercrime,2,Central Zone,26.904421,75.810587,2025-09-01T23:49:58.257791,23,0,1,0,0,Fog,14500,None,P-00369,PS-007,Closed
FIR-003572,Burglary,3,Industrial Belt,26.86311,75.780248,2026-03-30T13:18:58.257791,13,0,0,0,0,Cloudy,3100,None,P-00389,PS-007,Chargesheet Filed
FIR-003573,Theft,3,North District,26.926597,75.82568,2025-09-10T16:05:58.257791,16,2,0,0,0,Clear,8200,None,,PS-003,Chargesheet Filed
FIR-003574,Fraud,2,Riverside,26.870895,75.8116,2025-07-26T23:32:58.257791,23,5,1,1,0,Fog,5200,None,P-00447,PS-005,Closed
FIR-003575,Burglary,2,Riverside,26.891392,75.815736,2026-01-22T21:10:58.257791,21,3,1,0,0,Rain,5200,None,,PS-005,Closed
FIR-003576,Assault,3,West Sector,26.903176,75.786297,2026-07-14T22:16:58.257791,22,1,1,0,0,Clear,9100,Blunt Object,P-00234,PS-002,Under Investigation
FIR-003577,Theft,2,North District,26.92276,75.822896,2025-08-01T12:49:58.257791,12,4,0,0,0,Clear,8200,None,P-00538,PS-006,Cold
FIR-003578,Burglary,2,South Division,26.868165,75.778358,2026-05-28T19:49:58.257791,19,3,0,0,0,Cloudy,6400,None,P-00504,PS-004,Under Investigation
FIR-003579,Cybercrime,3,Old City,26.904709,75.797416,2026-03-31T17:44:58.257791,17,1,0,0,0,Rain,16200,None,P-00158,PS-001,Chargesheet Filed
FIR-003580,Assault,4,East Ward,26.909854,75.8377,2025-11-23T10:31:58.257791,10,6,0,1,0,Rain,10800,Knife,,PS-003,Cold
FIR-003581,Burglary,3,North District,26.925663,75.811602,2025-10-12T22:03:58.257791,22,6,1,1,0,Clear,8200,None,P-00403,PS-006,Under Investigation
FIR-003582,Vehicle Theft,3,Old City,26.91427,75.812088,2025-11-27T14:39:58.257791,14,3,0,0,0,Heatwave,16200,None,P-00477,PS-008,Closed
FIR-003583,Narcotics,2,South Division,26.867396,75.793236,2026-03-23T06:19:58.257791,6,0,0,0,0,Fog,6400,None,,PS-003,Under Investigation
FIR-003584,Robbery,5,Old City,26.912043,75.804028,2026-02-20T03:57:58.257791,3,4,1,0,0,Clear,16200,Knife,P-00295,PS-001,Under Investigation
FIR-003585,Burglary,4,North District,26.922746,75.810961,2026-07-08T15:45:58.257791,15,2,0,0,0,Cloudy,8200,None,P-00321,PS-003,Under Investigation
FIR-003586,Fraud,3,Riverside,26.87452,75.82013,2026-04-15T19:55:58.257791,19,2,0,0,1,Clear,5200,None,P-00101,PS-005,Chargesheet Filed
FIR-003587,Vehicle Theft,3,East Ward,26.903512,75.827845,2026-05-03T21:39:58.257791,21,6,1,1,0,Heatwave,10800,None,,PS-001,Closed
FIR-003588,Theft,2,Industrial Belt,26.854789,75.778326,2026-03-16T02:27:58.257791,2,0,1,0,0,Heatwave,3100,None,P-00087,PS-003,Closed
FIR-003589,Kidnapping,5,Riverside,26.886292,75.800675,2025-07-29T22:36:58.257791,22,1,1,0,0,Cloudy,5200,None,,PS-007,Closed
FIR-003590,Robbery,5,Industrial Belt,26.866401,75.781562,2026-02-20T23:08:58.257791,23,4,1,0,0,Rain,3100,Blunt Object,P-00474,PS-004,Under Investigation
FIR-003591,Fraud,2,South Division,26.875086,75.785062,2025-11-04T08:51:58.257791,8,1,0,0,0,Heatwave,6400,None,P-00353,PS-007,Cold
FIR-003592,Assault,4,Central Zone,26.910347,75.807106,2026-01-14T13:08:58.257791,13,2,0,0,0,Clear,14500,None,P-00256,PS-007,Under Investigation
FIR-003593,Fraud,3,South Division,26.868409,75.79774,2025-09-01T21:17:58.257791,21,0,1,0,0,Clear,6400,None,P-00364,PS-002,Chargesheet Filed
FIR-003594,Narcotics,2,Central Zone,26.907969,75.803573,2026-06-08T19:41:58.257791,19,0,0,0,0,Fog,14500,None,,PS-006,Closed
FIR-003595,Theft,1,Riverside,26.87025,75.807216,2026-05-05T05:24:58.257791,5,1,0,0,0,Clear,5200,None,P-00558,PS-006,Under Investigation
FIR-003596,Vehicle Theft,1,West Sector,26.90183,75.786084,2026-05-26T06:23:58.257791,6,1,0,0,0,Clear,9100,None,P-00108,PS-004,Under Investigation
FIR-003597,Vehicle Theft,1,Central Zone,26.898872,75.797529,2025-09-06T06:22:58.257791,6,5,0,1,0,Rain,14500,None,,PS-008,Closed
FIR-003598,Vehicle Theft,2,East Ward,26.916,75.831087,2026-05-07T02:46:58.257791,2,3,1,0,0,Cloudy,10800,None,,PS-004,Chargesheet Filed
FIR-003599,Fraud,2,East Ward,26.916396,75.818303,2025-12-31T09:33:58.257791,9,2,0,0,0,Fog,10800,None,,PS-005,Closed
FIR-003600,Robbery,3,Industrial Belt,26.853174,75.774903,2026-06-13T10:52:58.257791,10,5,0,1,0,Clear,3100,Improvised,,PS-003,Under Investigation
FIR-003601,Theft,2,Riverside,26.875419,75.81161,2025-09-12T17:10:58.257791,17,4,0,0,0,Rain,5200,None,P-00438,PS-005,Under Investigation
FIR-003602,Narcotics,2,West Sector,26.901258,75.785315,2026-02-23T01:10:58.257791,1,0,1,0,0,Cloudy,9100,None,,PS-007,Closed
FIR-003603,Theft,1,Old City,26.917843,75.795143,2025-11-19T01:08:58.257791,1,2,1,0,0,Clear,16200,None,P-00462,PS-001,Under Investigation
FIR-003604,Assault,2,South Division,26.867306,75.79536,2026-02-11T05:55:58.257791,5,2,0,0,0,Cloudy,6400,Firearm,,PS-007,Under Investigation
FIR-003605,Theft,3,Old City,26.915533,75.796035,2026-07-06T22:41:58.257791,22,0,1,0,0,Cloudy,16200,None,P-00396,PS-002,Closed
FIR-003606,Fraud,2,East Ward,26.914523,75.819338,2026-05-16T06:29:58.257791,6,5,0,1,0,Clear,10800,None,P-00109,PS-005,Closed
FIR-003607,Narcotics,4,South Division,26.881161,75.781665,2025-09-07T01:40:58.257791,1,6,1,1,0,Cloudy,6400,None,,PS-002,Under Investigation
FIR-003608,Cybercrime,2,Industrial Belt,26.865655,75.761782,2025-12-13T12:34:58.257791,12,5,0,1,0,Fog,3100,None,P-00459,PS-001,Under Investigation
FIR-003609,Assault,5,North District,26.91122,75.824741,2026-02-11T07:43:58.257791,7,2,0,0,0,Cloudy,8200,Improvised,,PS-004,Chargesheet Filed
FIR-003610,Fraud,2,South Division,26.869554,75.796696,2025-12-02T17:37:58.257791,17,1,0,0,0,Fog,6400,None,,PS-008,Under Investigation
FIR-003611,Assault,4,Riverside,26.87042,75.808281,2025-10-16T07:11:58.257791,7,3,0,0,0,Clear,5200,Blunt Object,P-00303,PS-002,Under Investigation
FIR-003612,Theft,2,Old City,26.903431,75.805535,2025-09-21T20:43:58.257791,20,6,1,1,0,Clear,16200,None,,PS-006,Closed
FIR-003613,Vehicle Theft,1,Old City,26.922296,75.814221,2025-11-02T05:27:58.257791,5,6,0,1,0,Clear,16200,None,P-00527,PS-006,Under Investigation
FIR-003614,Extortion,3,South Division,26.862501,75.798922,2025-09-05T04:52:58.257791,4,4,1,0,0,Rain,6400,Improvised,,PS-005,Closed
FIR-003615,Fraud,3,Riverside,26.883257,75.81577,2026-02-24T20:23:58.257791,20,1,1,0,0,Clear,5200,None,P-00009,PS-005,Under Investigation
FIR-003616,Narcotics,4,Industrial Belt,26.856968,75.761139,2025-10-17T12:29:58.257791,12,4,0,0,0,Fog,3100,None,,PS-001,Under Investigation
FIR-003617,Theft,1,Central Zone,26.894734,75.789139,2026-05-21T11:27:58.257791,11,3,0,0,0,Rain,14500,None,P-00588,PS-007,Under Investigation
FIR-003618,Theft,2,West Sector,26.884017,75.771139,2026-06-28T12:33:58.257791,12,6,0,1,0,Rain,9100,None,P-00001,PS-003,Chargesheet Filed
FIR-003619,Narcotics,2,South Division,26.872657,75.792654,2026-04-02T19:34:58.257791,19,3,0,0,0,Rain,6400,None,P-00350,PS-001,Under Investigation
FIR-003620,Vehicle Theft,1,Central Zone,26.900392,75.79263,2026-05-31T20:40:58.257791,20,6,1,1,0,Cloudy,14500,None,P-00195,PS-004,Under Investigation
FIR-003621,Burglary,3,West Sector,26.899122,75.7744,2026-02-23T20:17:58.257791,20,0,1,0,0,Rain,9100,None,P-00509,PS-008,Under Investigation
FIR-003622,Vehicle Theft,1,East Ward,26.909534,75.832947,2026-07-10T12:36:58.257791,12,4,0,0,0,Clear,10800,None,P-00202,PS-008,Cold
FIR-003623,Fraud,2,East Ward,26.900869,75.821933,2025-09-10T15:31:58.257791,15,2,0,0,0,Clear,10800,None,P-00596,PS-008,Under Investigation
FIR-003624,Theft,2,North District,26.911913,75.815087,2026-04-26T09:12:58.257791,9,6,0,1,0,Fog,8200,None,,PS-002,Closed
FIR-003625,Assault,4,Industrial Belt,26.868735,75.760434,2026-04-27T11:33:58.257791,11,0,0,0,0,Rain,3100,None,,PS-004,Closed
FIR-003626,Theft,1,North District,26.913778,75.828071,2025-12-16T15:56:58.257791,15,1,0,0,0,Clear,8200,None,,PS-005,Under Investigation
FIR-003627,Theft,2,Industrial Belt,26.8484,75.76737,2025-10-24T11:33:58.257791,11,4,0,0,0,Rain,3100,None,P-00400,PS-007,Closed
FIR-003628,Burglary,4,Central Zone,26.891901,75.809976,2026-01-26T08:50:58.257791,8,0,0,0,0,Rain,14500,None,P-00382,PS-001,Under Investigation
FIR-003629,Burglary,2,West Sector,26.906141,75.767287,2025-12-25T03:16:58.257791,3,3,1,0,0,Cloudy,9100,None,P-00551,PS-001,Chargesheet Filed
FIR-003630,Theft,2,East Ward,26.912252,75.833967,2025-12-25T13:15:58.257791,13,3,0,0,0,Cloudy,10800,None,P-00352,PS-001,Closed
FIR-003631,Fraud,3,North District,26.928284,75.827773,2026-05-15T13:32:58.257791,13,4,0,0,1,Fog,8200,None,,PS-007,Under Investigation
FIR-003632,Theft,1,North District,26.913169,75.828159,2025-08-05T13:27:58.257791,13,1,0,0,0,Clear,8200,None,P-00120,PS-006,Closed
FIR-003633,Theft,3,West Sector,26.88362,75.773887,2025-08-30T19:37:58.257791,19,5,0,1,0,Cloudy,9100,None,,PS-006,Under Investigation
FIR-003634,Burglary,3,North District,26.924318,75.80899,2025-08-24T02:10:58.257791,2,6,1,1,0,Clear,8200,None,,PS-008,Chargesheet Filed
FIR-003635,Narcotics,2,South Division,26.86193,75.788824,2026-03-05T22:42:58.257791,22,3,1,0,0,Fog,6400,None,P-00130,PS-004,Closed
FIR-003636,Theft,2,North District,26.925013,75.824858,2025-11-03T07:52:58.257791,7,0,0,0,0,Clear,8200,None,P-00478,PS-008,Under Investigation
FIR-003637,Assault,3,Old City,26.922941,75.796379,2025-11-13T22:48:58.257791,22,3,1,0,0,Rain,16200,Blunt Object,,PS-006,Under Investigation
FIR-003638,Assault,3,South Division,26.864655,75.801223,2025-12-12T06:15:58.257791,6,4,0,0,0,Fog,6400,Knife,P-00214,PS-007,Closed
FIR-003639,Assault,4,East Ward,26.90443,75.833206,2026-04-13T11:37:58.257791,11,0,0,0,0,Clear,10800,Firearm,P-00570,PS-006,Closed
FIR-003640,Theft,3,South Division,26.871963,75.784649,2026-02-02T06:43:58.257791,6,0,0,0,0,Clear,6400,None,P-00176,PS-005,Under Investigation
FIR-003641,Burglary,3,Old City,26.911301,75.797406,2026-06-26T13:33:58.257791,13,4,0,0,0,Cloudy,16200,None,P-00155,PS-006,Under Investigation
FIR-003642,Kidnapping,4,East Ward,26.89957,75.831435,2026-03-30T10:16:58.257791,10,0,0,0,0,Clear,10800,Blunt Object,P-00369,PS-005,Under Investigation
FIR-003643,Theft,1,West Sector,26.887638,75.775573,2025-11-04T12:19:58.257791,12,1,0,0,0,Cloudy,9100,None,P-00564,PS-003,Closed
FIR-003644,Vehicle Theft,3,Riverside,26.884077,75.808514,2026-02-25T19:46:58.257791,19,2,0,0,0,Clear,5200,None,,PS-005,Chargesheet Filed
FIR-003645,Fraud,2,Central Zone,26.899296,75.81123,2025-07-31T04:34:58.257791,4,3,1,0,0,Rain,14500,None,P-00109,PS-002,Under Investigation
FIR-003646,Assault,4,Central Zone,26.906526,75.796307,2026-02-20T03:56:58.257791,3,4,1,0,0,Cloudy,14500,Firearm,P-00062,PS-002,Closed
FIR-003647,Vehicle Theft,2,Central Zone,26.902965,75.80076,2026-04-18T22:31:58.257791,22,5,1,1,0,Cloudy,14500,None,,PS-007,Closed
FIR-003648,Assault,2,South Division,26.8768,75.78046,2025-09-20T14:07:58.257791,14,5,0,1,0,Clear,6400,Firearm,P-00558,PS-004,Closed
FIR-003649,Narcotics,2,South Division,26.867304,75.779868,2025-09-19T16:12:58.257791,16,4,0,0,0,Clear,6400,None,P-00281,PS-006,Under Investigation
FIR-003650,Assault,3,Old City,26.92507,75.795754,2026-05-30T05:36:58.257791,5,5,0,1,0,Cloudy,16200,None,P-00108,PS-003,Under Investigation
FIR-003651,Assault,2,Riverside,26.871435,75.815921,2025-09-27T20:04:58.257791,20,5,1,1,0,Cloudy,5200,None,,PS-001,Chargesheet Filed
FIR-003652,Narcotics,3,Industrial Belt,26.85872,75.769661,2025-12-04T08:34:58.257791,8,3,0,0,0,Clear,3100,None,P-00469,PS-004,Under Investigation
FIR-003653,Fraud,1,Central Zone,26.901195,75.807759,2026-06-01T20:03:58.257791,20,0,1,0,0,Clear,14500,None,P-00282,PS-005,Closed
FIR-003654,Assault,5,Central Zone,26.892952,75.801863,2026-05-23T10:32:58.257791,10,5,0,1,0,Clear,14500,Firearm,,PS-005,Chargesheet Filed
FIR-003655,Assault,3,South Division,26.864226,75.785173,2026-03-25T21:48:58.257791,21,2,1,0,0,Cloudy,6400,Improvised,,PS-005,Under Investigation
FIR-003656,Assault,2,East Ward,26.906768,75.829217,2026-06-06T16:52:58.257791,16,5,0,1,0,Cloudy,10800,Blunt Object,P-00055,PS-003,Cold
FIR-003657,Robbery,5,South Division,26.872166,75.789993,2026-02-19T17:12:58.257791,17,3,0,0,0,Cloudy,6400,Firearm,,PS-005,Under Investigation
FIR-003658,Fraud,1,Industrial Belt,26.864496,75.759029,2025-11-27T20:00:58.257791,20,3,1,0,0,Rain,3100,None,,PS-008,Under Investigation
FIR-003659,Fraud,1,Central Zone,26.891321,75.79236,2026-05-12T19:28:58.257791,19,1,0,0,0,Cloudy,14500,None,,PS-006,Closed
FIR-003660,Burglary,4,Industrial Belt,26.854693,75.765793,2026-06-22T15:23:58.257791,15,0,0,0,0,Clear,3100,None,,PS-007,Closed
FIR-003661,Fraud,2,Central Zone,26.899956,75.796923,2025-11-21T08:51:58.257791,8,4,0,0,0,Clear,14500,None,,PS-001,Under Investigation
FIR-003662,Fraud,2,Central Zone,26.900227,75.794886,2026-03-03T18:21:58.257791,18,1,0,0,0,Clear,14500,None,P-00351,PS-005,Chargesheet Filed
FIR-003663,Theft,1,West Sector,26.886368,75.786625,2025-12-13T14:05:58.257791,14,5,0,1,0,Clear,9100,None,P-00477,PS-006,Chargesheet Filed
FIR-003664,Assault,4,Central Zone,26.900913,75.789852,2026-03-06T09:06:58.257791,9,4,0,0,0,Clear,14500,Firearm,P-00549,PS-006,Closed
FIR-003665,Theft,1,East Ward,26.909328,75.839102,2026-05-01T21:59:58.257791,21,4,1,0,0,Clear,10800,None,P-00272,PS-004,Chargesheet Filed
FIR-003666,Burglary,2,Central Zone,26.910155,75.806441,2025-11-08T18:21:58.257791,18,5,0,1,0,Cloudy,14500,None,P-00477,PS-007,Closed
FIR-003667,Cybercrime,3,North District,26.927612,75.812475,2026-04-08T13:36:58.257791,13,2,0,0,0,Cloudy,8200,None,,PS-005,Chargesheet Filed
FIR-003668,Assault,5,Riverside,26.869666,75.803533,2025-12-27T17:43:58.257791,17,5,0,1,0,Fog,5200,Blunt Object,P-00581,PS-008,Under Investigation
FIR-003669,Burglary,4,Old City,26.920405,75.803302,2025-10-01T03:01:58.257791,3,2,1,0,0,Clear,16200,None,P-00208,PS-007,Closed
FIR-003670,Narcotics,2,West Sector,26.887617,75.771309,2025-11-13T15:57:58.257791,15,3,0,0,0,Rain,9100,None,,PS-008,Under Investigation
FIR-003671,Theft,1,Central Zone,26.899781,75.789703,2025-10-30T16:42:58.257791,16,3,0,0,0,Cloudy,14500,None,P-00229,PS-003,Under Investigation
FIR-003672,Theft,3,North District,26.930905,75.821136,2025-11-24T11:40:58.257791,11,0,0,0,0,Clear,8200,None,P-00317,PS-007,Cold
FIR-003673,Theft,3,Riverside,26.883,75.80551,2026-06-18T03:27:58.257791,3,3,1,0,0,Heatwave,5200,None,,PS-001,Chargesheet Filed
FIR-003674,Vehicle Theft,2,Old City,26.908295,75.80889,2025-09-24T12:43:58.257791,12,2,0,0,0,Clear,16200,None,,PS-006,Under Investigation
FIR-003675,Theft,1,Central Zone,26.909184,75.811708,2026-01-12T18:02:58.257791,18,0,0,0,0,Clear,14500,None,P-00489,PS-001,Cold
FIR-003676,Burglary,2,North District,26.925995,75.80902,2025-10-05T22:59:58.257791,22,6,1,1,0,Heatwave,8200,None,,PS-006,Under Investigation
FIR-003677,Burglary,2,Old City,26.923383,75.795797,2026-04-23T12:24:58.257791,12,3,0,0,0,Clear,16200,None,,PS-002,Under Investigation
FIR-003678,Burglary,4,Riverside,26.882732,75.800391,2025-10-27T02:42:58.257791,2,0,1,0,0,Cloudy,5200,None,P-00369,PS-004,Closed
FIR-003679,Assault,4,Old City,26.914089,75.803311,2026-02-26T03:54:58.257791,3,3,1,0,0,Rain,16200,Knife,P-00351,PS-002,Under Investigation
